645,no-rules-to-global-mode,すべてのインバウンドルートは現在、ルートレベルのインバウンドモードを使用しています。この変更によって影響を受けるルートはありません。
646,virtualqueue-greeting-wait,待ち続ける
647,virtualqueue-greeting-set,新しいコールバック番号を設定する
648,virtualqueue-greeting-current, を押して、コールバック番号を現在使用しているものに設定します。
649,set-wakeup-tomorrow,明日の時間を設定するには、1を押してください。別の日の時間を設定するには2を押してください。
650,is-in-use,使用中
651,set-valid-conf-contact-group,有効な連絡先グループを設定してください
652,conf-invite-contact-group,招待する連絡先グループを入力してください。
653,conf-contact-group,会議連絡先グループ
654,conf-adminexist-joinasparticipant,ホストが会議に参加しました。あなたは参加者として参加します。
655,conf-sorry-you-cant-be-the-moderator,"申し訳ありませんが、あなたは会議のホストにはなれません"
656,conf-sfu-usermenu,"自分の役割を変更するにはゼロを、自分のミュートまたはミュート解除をするには1を、会議の音量を下げるには4を、会議の音量を上げるには6を、自分の音量を下げるには7を、自分の音量を上げるには9を、終了するには8を押してください。"
657,conf-sfu-adminmenu,"自分の役割を変更するにはゼロを、自分のミュートまたはミュート解除をするには1を、会議のロックまたはロック解除をするには2を、直近の参加者を会議から退出させるには3を、会議の音量を下げるには4を、会議の音量を上げるには6を、自分の音量を下げるには7を、自分の音量を上げるには9を、その他のオプションを選択するには8を押してください。"
658,conf-giveup-moderator,あなたは現在、会議の主催者です。1を押して、あなたの役割を参加者に変更します。
659,conf-acquire-moderator,あなたは現在会議参加者です。1を押して、役割をホストに変更してください。
660,conf-your-are-moderator,あなたは今、会議の主催者です。
661,conf-your-are-participant,あなたは今、会議参加者です。
662,conf-moderator-exist,ホストはすでに会議に参加しています。
663,ring-group,リンググループ
664,vm-password-strong,すべての繰り返し番号、連続番号、共通番号は使用できません。
665,vm-noboxtoforward,転送先にボイスメールが設定されていません。
666,set-wakeup-today,0を押して今日の起床を設定する
667,set-remote-pms-wakeup,"部屋の内線番号を入力してください。"
668,queue-agent-pause-reason,"一時停止の理由を入力してください。1を押すとランチ、2を押すとアワーリーブレイク、3を押すとバックオフィス、4を押すとEメール、5を押すとラップです。"
669,virtualqueue-welcome,バーチャル待ち行列へようこそ。
670,the-num-is-not-checkin,番号がチェックインされていない。
671,pms-disabled,PMSが無効です。
672,vm-nomailbox,相手がメールボックスを持っていないため、メッセージを残すことができない。
673,nat-call-limited,外部ネットワークコールの数が上限に達しています。
674,room-status-1,"部屋が空いている場合は、1を押してください。"
675,room-status-2,"客室清掃サービスをご希望の場合は、2を押してください。"
676,room-status-3,"修理の場合は3を押してください。"
677,room-status-4,"部屋が片付いている場合は、4を押してください。"
678,room-status-5,"部屋が汚れている場合は5を押してください。"
679,room-status-6,"部屋が施錠されている場合は、6を押してください。"
680,vm-anonymous,匿名
681,press-star-key-exit-directory,スターを押してディレクトリを残す
682,conf-schedule-begin,出席予定の会議が始まります。
683,conf-schedule-wait,会議室で進行中の会議があります。今は入れません。しばらくお待ちください。
684,conf-resources-lack,"システムリソースが不足しているため、会議に参加できません。"
685,conf-clear-after-fivemin,"システムリソースが不足しているため、この会議室は5分後に撤収されます。"
686,conf-clear-immediately,"システムリソースが不足しているため、会議室はまもなく使用できなくなります。"
687,vm-isnoanswer,電話に出られません。
688,conf-extend-time,"現在の会議がタイムアウトになりそうです。会議を続けるには1を押してください。"
689,conf-timeout,会議がタイムアウトしました。会議室から退室されました。
690,option-not-exist,無効なキーです。
691,queue-satisfaction-survey,"当社のサービスに対する満足度を5段階で評価してください。ありがとうございました。"
692,queue-thank-calling,お電話ありがとうございました。良い一日を。
693,ha-after-switch,"技術的な問題が発生したため、機能コードを再度使用するには、新規に電話をおかけください。"
694,conf-adminmenu-menu8,"会議に現在参加しているユーザーを表示するには1を。すべての非管理者ユーザーを削除するには2を。すべての非管理者ユーザーをミュートまたはミュート解除するには3を。この会議を録音するには4を。このメニューを終了して会議に戻るには8を押してください。"
695,vm-password-errchar,入力したパスワードが間違っています。数字のみで入力してください。
696,vm-password-toolong,パスワードが長すぎます。もう一度やり直してください。
697,done-press-pound-key,"完了したら、シャープを押してください。"
698,call-flip-failed,コールフリップ失敗
699,queue-agent.gsm,エージェント
700,queue-employee-connected,まもなくお届けします。お待ちください。
701,conf-has-videoed,ミーティングはビデオ付きです
702,conf-now-videoing,このミーティングのビデオは現在録画中です。
703,you-are-joining-a-meeting,会議に参加しています
704,vm-options-gs,"不在メッセージを録音するには１を、話中メッセージを録音するには２を、名前を録音するには３を、一時的な挨拶を録音するには４を、パスワードを変更するには５を、無応答メッセージを録音するには６を、メイン メニューに戻るにはコメを押してください。"
705,vm-rec-noa,"発信音の後、メッセージを保存し、シャープを押してください。"
706,nat-call-total-time-limited,本日の最長リモート通話時間に達しました。追加のリモート通話ができません。
707,nat-call-time-limited,リモート通話時間の上限に達しました。通話が終了します。
708,change-extention,内線変更
709,change-permission-option,"1を押すと内線、2を押すと市内、3を押すと国内、4を押すと国際に設定されます。"
710,change-permission-prepare,内線の発信権限を変更する。内線番号の後に#キーを入力してください。
711,conf-record-off,会議録音が停止しました。
712,internal-local-national-international,国際
713,internal-local-national,国内
714,internal-local,市内
715,internal,内線
716,permission-is-set-to,に設定されています。
717,queue-employee-connected,まもなくご連絡いたします
718,queue-agent,エージェント
719,conf-end-five-minutes,会議時間を延長するには1を押してください。それ以外の場合、会議は5分で終了します。
720,ivr-create-timeout,"オプションが選択されていません。"
721,out-of-service,"ダイヤルした通りに通話が完了しません、後でもう一度お試しください。"
722,paging-video-recording,ページング通話のビデオが録画されています。
723,transfer-not-supported,転送はサポートされていません。
